ID, World, Time (Seconds), Distance (Meters)
0,granny,2075.13156914711,618.1231597236325
1,granny,2141.6251378059387,642.1699386339828
2,granny,2152.9258790016174,650.6320218648232
3,granny,2087.581619977951,643.2303922055493
4,granny,2103.3065774440765,638.2880304178042
5,granny,2094.6555716991425,630.5473150912586
6,granny,2093.554629802704,639.5544752532234
7,granny,2163.192282438278,656.1673349382901
8,granny,2163.162399291992,661.0030492444923
9,granny,2160.103390932083,664.6841803265592
