ID, World, Time (Seconds), Distance (Meters)
0,granny,76.94988441467285,23.941673329746063
1,granny,94.04619884490967,31.608471651838926
2,granny,69.33480262756348,23.083293401137624
3,granny,78.37054777145386,24.594160987674332
4,granny,99.82727885246277,35.442025624248814
