ID, World, Time (Seconds), Distance (Meters)
0,granny,295.5625751018524,98.22734415636381
1,granny,318.47801208496094,105.29603719110169
2,granny,293.00394773483276,95.91982468378028
3,granny,308.68326902389526,101.28036175781286
4,granny,302.3781473636627,99.95735653596103
